Account_ID,Base_Hardware,Connected_Device_Count,Avg_Monthly_Data_Usage_GB,Data_Tier_Ceiling_Hits_6M,Upgrade_Page_Views_30D,Propensity_Score_Calculated,Marketing_Action_Segment,Actual_Upgrade_Occurred
IOT_ACC_052249,Multi_Sensor_Hub,4,1.34,1,0,36.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052250,Video_Doorbell_Basic,3,5.25,6,2,83.0,Hot_Lead_Direct_Offer,0
IOT_ACC_052251,Video_Doorbell_Basic,2,3.29,1,2,42.7,Low_Propensity_Keep_Basic,1
IOT_ACC_052252,Smart_Cam_Solo,5,0.82,2,1,31.9,Low_Propensity_Keep_Basic,0
IOT_ACC_052253,Smart_Cam_Solo,3,4.02,1,2,55.6,Warm_Educational_Nurture,1
IOT_ACC_052254,Smart_Cam_Solo,5,3.94,1,0,52.5,Warm_Educational_Nurture,1
IOT_ACC_052255,Smart_Cam_Solo,2,3.2,1,3,46.1,Warm_Educational_Nurture,0
IOT_ACC_052256,Multi_Sensor_Hub,3,4.52,6,2,82.3,Hot_Lead_Direct_Offer,1
IOT_ACC_052257,Multi_Sensor_Hub,4,1.89,2,0,40.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052258,Video_Doorbell_Basic,1,3.04,1,2,42.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052259,Multi_Sensor_Hub,7,2.89,1,4,71.5,Warm_Educational_Nurture,0
IOT_ACC_052260,Video_Doorbell_Basic,5,1.57,0,2,30.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052261,Video_Doorbell_Basic,3,10.02,6,2,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052262,Multi_Sensor_Hub,3,5.23,5,3,91.3,Hot_Lead_Direct_Offer,1
IOT_ACC_052263,Smart_Cam_Solo,3,1.78,2,0,30.9,Low_Propensity_Keep_Basic,1
IOT_ACC_052264,Video_Doorbell_Basic,1,3.46,0,0,37.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052265,Smart_Cam_Solo,2,3.09,1,0,28.3,Low_Propensity_Keep_Basic,1
IOT_ACC_052266,Smart_Cam_Solo,1,1.95,2,5,50.3,Warm_Educational_Nurture,1
IOT_ACC_052267,Video_Doorbell_Basic,4,3.69,2,3,57.4,Warm_Educational_Nurture,0
IOT_ACC_052268,Multi_Sensor_Hub,2,6.75,5,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052269,Smart_Cam_Solo,4,5.04,5,2,74.4,Warm_Educational_Nurture,1
IOT_ACC_052270,Multi_Sensor_Hub,2,2.14,0,2,25.9,Low_Propensity_Keep_Basic,1
IOT_ACC_052271,Video_Doorbell_Basic,2,6.31,5,4,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052272,Multi_Sensor_Hub,3,1.14,0,0,12.1,Low_Propensity_Keep_Basic,0
IOT_ACC_052273,Smart_Cam_Solo,3,3.48,0,2,42.1,Low_Propensity_Keep_Basic,0
IOT_ACC_052274,Multi_Sensor_Hub,2,3.44,2,3,52.8,Warm_Educational_Nurture,0
IOT_ACC_052275,Smart_Cam_Solo,2,5.05,3,5,75.3,Hot_Lead_Direct_Offer,1
IOT_ACC_052276,Smart_Cam_Solo,1,2.23,1,2,29.1,Low_Propensity_Keep_Basic,0
IOT_ACC_052277,Smart_Cam_Solo,3,3.55,1,3,50.0,Warm_Educational_Nurture,0
IOT_ACC_052278,Smart_Cam_Solo,3,3.08,1,2,40.1,Low_Propensity_Keep_Basic,1
IOT_ACC_052279,Smart_Cam_Solo,1,1.81,2,1,37.5,Low_Propensity_Keep_Basic,1
IOT_ACC_052280,Smart_Cam_Solo,2,2.65,1,3,50.7,Warm_Educational_Nurture,0
IOT_ACC_052281,Smart_Cam_Solo,1,3.11,2,0,43.0,Low_Propensity_Keep_Basic,1
IOT_ACC_052282,Video_Doorbell_Basic,5,2.93,1,0,40.9,Low_Propensity_Keep_Basic,0
IOT_ACC_052283,Smart_Cam_Solo,5,1.38,2,1,36.3,Low_Propensity_Keep_Basic,1
IOT_ACC_052284,Smart_Cam_Solo,2,12.79,5,4,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052285,Video_Doorbell_Basic,4,3.83,0,6,58.1,Warm_Educational_Nurture,0
IOT_ACC_052286,Video_Doorbell_Basic,5,2.75,0,2,38.0,Low_Propensity_Keep_Basic,0
IOT_ACC_052287,Smart_Cam_Solo,3,4.3,0,3,56.0,Warm_Educational_Nurture,0
IOT_ACC_052288,Multi_Sensor_Hub,3,4.07,1,1,51.1,Warm_Educational_Nurture,0
IOT_ACC_052289,Multi_Sensor_Hub,3,4.51,6,3,86.2,Hot_Lead_Direct_Offer,1
IOT_ACC_052290,Multi_Sensor_Hub,3,8.62,6,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052291,Multi_Sensor_Hub,1,6.71,6,2,98.2,Hot_Lead_Direct_Offer,1
IOT_ACC_052292,Multi_Sensor_Hub,4,2.12,1,0,29.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052293,Multi_Sensor_Hub,2,9.11,4,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052294,Video_Doorbell_Basic,4,9.89,4,4,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052295,Multi_Sensor_Hub,3,6.92,5,5,93.1,Hot_Lead_Direct_Offer,1
IOT_ACC_052296,Video_Doorbell_Basic,3,4.7,4,2,79.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052297,Video_Doorbell_Basic,3,0.03,1,0,13.3,Low_Propensity_Keep_Basic,0
IOT_ACC_052298,Smart_Cam_Solo,2,4.21,0,2,45.5,Warm_Educational_Nurture,0
IOT_ACC_052299,Smart_Cam_Solo,7,1.24,2,1,34.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052300,Multi_Sensor_Hub,2,2.59,2,3,51.4,Warm_Educational_Nurture,1
IOT_ACC_052301,Smart_Cam_Solo,4,1.87,0,0,30.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052302,Video_Doorbell_Basic,3,3.87,1,3,60.1,Warm_Educational_Nurture,0
IOT_ACC_052303,Multi_Sensor_Hub,5,4.77,6,0,80.3,Hot_Lead_Direct_Offer,1
IOT_ACC_052304,Multi_Sensor_Hub,1,3.21,0,1,35.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052305,Video_Doorbell_Basic,3,0.93,1,1,23.1,Low_Propensity_Keep_Basic,1
IOT_ACC_052306,Video_Doorbell_Basic,4,3.22,2,1,52.3,Warm_Educational_Nurture,1
IOT_ACC_052307,Video_Doorbell_Basic,4,4.59,4,2,67.9,Warm_Educational_Nurture,1
IOT_ACC_052308,Multi_Sensor_Hub,2,2.57,1,1,38.1,Low_Propensity_Keep_Basic,0
IOT_ACC_052309,Video_Doorbell_Basic,3,1.79,2,1,37.9,Low_Propensity_Keep_Basic,0
IOT_ACC_052310,Smart_Cam_Solo,2,1.73,2,0,35.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052311,Smart_Cam_Solo,2,3.67,0,1,43.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052312,Video_Doorbell_Basic,2,6.39,4,3,95.7,Hot_Lead_Direct_Offer,0
IOT_ACC_052313,Multi_Sensor_Hub,5,2.49,0,3,47.0,Warm_Educational_Nurture,1
IOT_ACC_052314,Video_Doorbell_Basic,2,1.72,2,0,28.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052315,Video_Doorbell_Basic,4,2.23,0,0,31.0,Low_Propensity_Keep_Basic,1
IOT_ACC_052316,Smart_Cam_Solo,1,2.06,2,1,28.3,Low_Propensity_Keep_Basic,0
IOT_ACC_052317,Multi_Sensor_Hub,2,3.52,0,2,37.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052318,Multi_Sensor_Hub,4,2.63,0,1,33.6,Low_Propensity_Keep_Basic,0
IOT_ACC_052319,Video_Doorbell_Basic,6,1.43,0,0,33.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052320,Video_Doorbell_Basic,1,2.89,0,3,39.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052321,Multi_Sensor_Hub,2,8.44,3,3,96.5,Hot_Lead_Direct_Offer,0
IOT_ACC_052322,Smart_Cam_Solo,2,2.65,0,1,28.9,Low_Propensity_Keep_Basic,1
IOT_ACC_052323,Smart_Cam_Solo,5,2.34,0,1,31.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052324,Video_Doorbell_Basic,2,3.9,2,5,65.2,Warm_Educational_Nurture,1
IOT_ACC_052325,Multi_Sensor_Hub,1,1.11,1,0,22.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052326,Smart_Cam_Solo,4,1.92,2,0,38.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052327,Video_Doorbell_Basic,4,2.1,0,1,40.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052328,Video_Doorbell_Basic,2,2.69,1,2,42.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052329,Multi_Sensor_Hub,3,1.89,2,0,30.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052330,Smart_Cam_Solo,7,2.22,0,0,28.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052331,Multi_Sensor_Hub,2,5.47,5,3,81.5,Hot_Lead_Direct_Offer,1
IOT_ACC_052332,Smart_Cam_Solo,4,4.26,1,3,67.9,Warm_Educational_Nurture,0
IOT_ACC_052333,Video_Doorbell_Basic,2,1.06,1,0,18.8,Low_Propensity_Keep_Basic,1
IOT_ACC_052334,Multi_Sensor_Hub,3,3.41,2,1,51.7,Warm_Educational_Nurture,0
IOT_ACC_052335,Video_Doorbell_Basic,1,2.65,1,0,40.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052336,Multi_Sensor_Hub,5,2.88,2,1,44.3,Low_Propensity_Keep_Basic,1
IOT_ACC_052337,Video_Doorbell_Basic,1,0.8,0,0,10.9,Low_Propensity_Keep_Basic,0
IOT_ACC_052338,Smart_Cam_Solo,2,6.8,5,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052339,Multi_Sensor_Hub,4,1.24,1,1,27.1,Low_Propensity_Keep_Basic,0
IOT_ACC_052340,Smart_Cam_Solo,2,3.61,0,1,35.6,Low_Propensity_Keep_Basic,0
IOT_ACC_052341,Video_Doorbell_Basic,3,4.42,0,1,48.1,Warm_Educational_Nurture,0
IOT_ACC_052342,Smart_Cam_Solo,3,2.63,2,1,42.5,Low_Propensity_Keep_Basic,0
IOT_ACC_052343,Multi_Sensor_Hub,2,1.82,0,0,16.9,Low_Propensity_Keep_Basic,0
IOT_ACC_052344,Video_Doorbell_Basic,5,2.23,1,1,39.0,Low_Propensity_Keep_Basic,0
IOT_ACC_052345,Multi_Sensor_Hub,1,4.27,2,1,54.0,Warm_Educational_Nurture,1
IOT_ACC_052346,Video_Doorbell_Basic,4,5.88,6,2,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052347,Smart_Cam_Solo,6,1.19,2,0,39.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052348,Smart_Cam_Solo,2,5.54,6,2,82.3,Hot_Lead_Direct_Offer,1
IOT_ACC_052349,Multi_Sensor_Hub,2,0.68,2,2,32.1,Low_Propensity_Keep_Basic,1
IOT_ACC_052350,Video_Doorbell_Basic,4,4.04,2,2,68.5,Warm_Educational_Nurture,0
IOT_ACC_052351,Smart_Cam_Solo,4,7.0,3,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052352,Multi_Sensor_Hub,5,3.78,0,2,58.9,Warm_Educational_Nurture,0
IOT_ACC_052353,Multi_Sensor_Hub,3,5.56,6,2,81.5,Hot_Lead_Direct_Offer,1
IOT_ACC_052354,Video_Doorbell_Basic,2,4.13,0,2,48.1,Warm_Educational_Nurture,1
IOT_ACC_052355,Smart_Cam_Solo,3,2.24,2,1,40.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052356,Video_Doorbell_Basic,5,3.07,2,2,57.5,Warm_Educational_Nurture,0
IOT_ACC_052357,Smart_Cam_Solo,3,0.87,1,0,16.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052358,Video_Doorbell_Basic,3,0.8,0,0,8.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052359,Multi_Sensor_Hub,4,1.48,2,0,35.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052360,Smart_Cam_Solo,2,1.0,0,1,29.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052361,Multi_Sensor_Hub,4,2.43,0,0,37.9,Low_Propensity_Keep_Basic,0
IOT_ACC_052362,Video_Doorbell_Basic,1,3.74,2,1,49.7,Warm_Educational_Nurture,0
IOT_ACC_052363,Video_Doorbell_Basic,3,4.81,4,1,76.4,Hot_Lead_Direct_Offer,1
IOT_ACC_052364,Smart_Cam_Solo,1,2.76,0,1,34.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052365,Smart_Cam_Solo,4,11.79,6,6,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052366,Multi_Sensor_Hub,3,2.88,0,1,37.0,Low_Propensity_Keep_Basic,0
IOT_ACC_052367,Multi_Sensor_Hub,4,1.46,0,1,24.0,Low_Propensity_Keep_Basic,1
IOT_ACC_052368,Multi_Sensor_Hub,6,9.12,3,2,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052369,Video_Doorbell_Basic,3,5.51,3,2,69.4,Warm_Educational_Nurture,1
IOT_ACC_052370,Video_Doorbell_Basic,6,2.76,1,2,49.8,Warm_Educational_Nurture,1
IOT_ACC_052371,Smart_Cam_Solo,4,3.41,2,1,49.1,Warm_Educational_Nurture,0
IOT_ACC_052372,Smart_Cam_Solo,5,2.08,0,1,38.1,Low_Propensity_Keep_Basic,1
IOT_ACC_052373,Multi_Sensor_Hub,5,3.15,2,1,57.4,Warm_Educational_Nurture,0
IOT_ACC_052374,Video_Doorbell_Basic,1,2.1,1,1,27.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052375,Smart_Cam_Solo,3,3.41,2,1,49.6,Warm_Educational_Nurture,0
IOT_ACC_052376,Multi_Sensor_Hub,1,6.03,3,5,79.9,Hot_Lead_Direct_Offer,1
IOT_ACC_052377,Video_Doorbell_Basic,2,5.05,5,5,86.6,Hot_Lead_Direct_Offer,1
IOT_ACC_052378,Multi_Sensor_Hub,2,4.39,1,1,44.6,Low_Propensity_Keep_Basic,0
IOT_ACC_052379,Multi_Sensor_Hub,4,5.82,5,6,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052380,Multi_Sensor_Hub,4,2.69,0,1,40.3,Low_Propensity_Keep_Basic,0
IOT_ACC_052381,Smart_Cam_Solo,1,1.69,1,2,27.4,Low_Propensity_Keep_Basic,1
IOT_ACC_052382,Multi_Sensor_Hub,3,0.85,1,0,21.3,Low_Propensity_Keep_Basic,0
IOT_ACC_052383,Smart_Cam_Solo,3,1.23,0,1,20.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052384,Multi_Sensor_Hub,3,4.29,2,3,60.7,Warm_Educational_Nurture,0
IOT_ACC_052385,Smart_Cam_Solo,2,3.01,0,4,48.1,Warm_Educational_Nurture,1
IOT_ACC_052386,Multi_Sensor_Hub,2,2.09,0,1,27.9,Low_Propensity_Keep_Basic,0
IOT_ACC_052387,Smart_Cam_Solo,2,3.62,1,2,42.1,Low_Propensity_Keep_Basic,1
IOT_ACC_052388,Multi_Sensor_Hub,4,0.63,0,1,21.1,Low_Propensity_Keep_Basic,1
IOT_ACC_052389,Multi_Sensor_Hub,5,1.21,0,0,19.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052390,Video_Doorbell_Basic,7,0.95,0,1,33.6,Low_Propensity_Keep_Basic,0
IOT_ACC_052391,Multi_Sensor_Hub,3,2.06,2,0,26.9,Low_Propensity_Keep_Basic,0
IOT_ACC_052392,Video_Doorbell_Basic,2,3.58,1,0,39.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052393,Smart_Cam_Solo,4,0.77,1,0,32.7,Low_Propensity_Keep_Basic,1
IOT_ACC_052394,Smart_Cam_Solo,6,1.35,0,0,28.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052395,Smart_Cam_Solo,3,3.07,1,1,44.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052396,Smart_Cam_Solo,2,4.01,2,4,64.3,Warm_Educational_Nurture,1
IOT_ACC_052397,Video_Doorbell_Basic,5,2.68,1,0,43.3,Low_Propensity_Keep_Basic,0
IOT_ACC_052398,Video_Doorbell_Basic,4,3.9,1,4,67.0,Warm_Educational_Nurture,1
IOT_ACC_052399,Smart_Cam_Solo,5,2.55,0,2,39.0,Low_Propensity_Keep_Basic,0
IOT_ACC_052400,Multi_Sensor_Hub,3,3.76,1,4,57.2,Warm_Educational_Nurture,1
IOT_ACC_052401,Smart_Cam_Solo,4,8.25,6,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052402,Smart_Cam_Solo,3,6.93,6,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052403,Multi_Sensor_Hub,5,2.74,1,3,53.4,Warm_Educational_Nurture,1
IOT_ACC_052404,Multi_Sensor_Hub,2,2.57,1,1,38.0,Low_Propensity_Keep_Basic,1
IOT_ACC_052405,Smart_Cam_Solo,3,4.12,2,1,50.8,Warm_Educational_Nurture,0
IOT_ACC_052406,Smart_Cam_Solo,4,6.19,4,4,96.3,Hot_Lead_Direct_Offer,1
IOT_ACC_052407,Multi_Sensor_Hub,2,2.03,0,1,24.0,Low_Propensity_Keep_Basic,1
IOT_ACC_052408,Video_Doorbell_Basic,4,1.93,2,2,48.2,Warm_Educational_Nurture,1
IOT_ACC_052409,Smart_Cam_Solo,3,6.03,6,2,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052410,Smart_Cam_Solo,6,4.31,0,4,67.3,Warm_Educational_Nurture,1
IOT_ACC_052411,Smart_Cam_Solo,3,2.97,0,3,43.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052412,Video_Doorbell_Basic,1,6.73,5,2,97.9,Hot_Lead_Direct_Offer,1
IOT_ACC_052413,Smart_Cam_Solo,2,2.95,1,0,34.3,Low_Propensity_Keep_Basic,0
IOT_ACC_052414,Smart_Cam_Solo,4,4.86,3,3,80.7,Hot_Lead_Direct_Offer,1
IOT_ACC_052415,Smart_Cam_Solo,1,1.16,0,0,3.6,Low_Propensity_Keep_Basic,0
IOT_ACC_052416,Video_Doorbell_Basic,7,5.71,3,0,81.2,Hot_Lead_Direct_Offer,1
IOT_ACC_052417,Video_Doorbell_Basic,5,2.32,2,0,42.2,Low_Propensity_Keep_Basic,1
IOT_ACC_052418,Multi_Sensor_Hub,2,4.0,0,3,57.8,Warm_Educational_Nurture,1
IOT_ACC_052419,Multi_Sensor_Hub,2,2.95,1,0,36.4,Low_Propensity_Keep_Basic,1
IOT_ACC_052420,Multi_Sensor_Hub,4,3.41,1,1,46.1,Warm_Educational_Nurture,0
IOT_ACC_052421,Video_Doorbell_Basic,4,4.68,3,0,65.1,Warm_Educational_Nurture,1
IOT_ACC_052422,Smart_Cam_Solo,4,3.88,2,3,70.5,Warm_Educational_Nurture,1
IOT_ACC_052423,Multi_Sensor_Hub,5,3.29,1,4,56.0,Warm_Educational_Nurture,0
IOT_ACC_052424,Smart_Cam_Solo,1,2.77,2,0,38.0,Low_Propensity_Keep_Basic,1
IOT_ACC_052425,Video_Doorbell_Basic,8,4.88,6,0,87.9,Hot_Lead_Direct_Offer,1
IOT_ACC_052426,Video_Doorbell_Basic,1,2.04,0,3,42.3,Low_Propensity_Keep_Basic,1
IOT_ACC_052427,Smart_Cam_Solo,5,3.71,2,1,51.6,Warm_Educational_Nurture,1
IOT_ACC_052428,Video_Doorbell_Basic,4,1.35,1,1,29.0,Low_Propensity_Keep_Basic,1
IOT_ACC_052429,Smart_Cam_Solo,4,0.48,1,1,21.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052430,Multi_Sensor_Hub,2,3.53,0,0,26.3,Low_Propensity_Keep_Basic,1
IOT_ACC_052431,Multi_Sensor_Hub,3,5.58,3,3,85.3,Hot_Lead_Direct_Offer,0
IOT_ACC_052432,Video_Doorbell_Basic,3,4.92,3,1,60.0,Warm_Educational_Nurture,0
IOT_ACC_052433,Video_Doorbell_Basic,3,8.39,3,2,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052434,Smart_Cam_Solo,2,0.86,2,1,24.6,Low_Propensity_Keep_Basic,0
IOT_ACC_052435,Smart_Cam_Solo,3,3.53,1,2,54.7,Warm_Educational_Nurture,1
IOT_ACC_052436,Video_Doorbell_Basic,1,4.91,4,3,75.0,Warm_Educational_Nurture,1
IOT_ACC_052437,Video_Doorbell_Basic,2,6.42,3,2,82.2,Hot_Lead_Direct_Offer,0
IOT_ACC_052438,Smart_Cam_Solo,5,3.02,1,4,55.1,Warm_Educational_Nurture,1
IOT_ACC_052439,Smart_Cam_Solo,6,1.29,1,0,41.3,Low_Propensity_Keep_Basic,1
IOT_ACC_052440,Multi_Sensor_Hub,1,3.16,2,4,52.8,Warm_Educational_Nurture,0
IOT_ACC_052441,Video_Doorbell_Basic,4,6.68,6,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052442,Multi_Sensor_Hub,1,5.21,6,5,95.2,Hot_Lead_Direct_Offer,1
IOT_ACC_052443,Multi_Sensor_Hub,6,1.62,1,1,34.6,Low_Propensity_Keep_Basic,0
IOT_ACC_052444,Multi_Sensor_Hub,5,7.63,6,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052445,Smart_Cam_Solo,4,3.92,1,0,57.2,Warm_Educational_Nurture,0
IOT_ACC_052446,Multi_Sensor_Hub,3,2.97,1,0,36.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052447,Smart_Cam_Solo,2,5.18,6,2,89.3,Hot_Lead_Direct_Offer,1
IOT_ACC_052448,Smart_Cam_Solo,2,3.3,2,2,47.5,Warm_Educational_Nurture,1
IOT_ACC_052449,Video_Doorbell_Basic,5,2.89,0,3,49.2,Warm_Educational_Nurture,0
IOT_ACC_052450,Smart_Cam_Solo,3,8.63,6,3,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052451,Multi_Sensor_Hub,4,4.71,6,1,88.3,Hot_Lead_Direct_Offer,1
IOT_ACC_052452,Smart_Cam_Solo,5,2.18,0,1,31.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052453,Multi_Sensor_Hub,2,2.53,2,2,50.4,Warm_Educational_Nurture,0
IOT_ACC_052454,Smart_Cam_Solo,4,1.3,0,0,27.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052455,Smart_Cam_Solo,5,2.62,1,1,46.3,Warm_Educational_Nurture,0
IOT_ACC_052456,Multi_Sensor_Hub,3,1.49,0,0,22.6,Low_Propensity_Keep_Basic,0
IOT_ACC_052457,Video_Doorbell_Basic,2,10.27,4,4,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052458,Multi_Sensor_Hub,3,1.02,0,0,15.4,Low_Propensity_Keep_Basic,0
IOT_ACC_052459,Smart_Cam_Solo,3,2.42,2,1,44.5,Low_Propensity_Keep_Basic,1
IOT_ACC_052460,Video_Doorbell_Basic,3,6.53,3,3,92.1,Hot_Lead_Direct_Offer,1
IOT_ACC_052461,Smart_Cam_Solo,7,1.57,0,0,45.5,Warm_Educational_Nurture,1
IOT_ACC_052462,Smart_Cam_Solo,5,10.22,5,5,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052463,Multi_Sensor_Hub,4,3.27,0,6,72.4,Warm_Educational_Nurture,0
IOT_ACC_052464,Video_Doorbell_Basic,4,2.37,1,1,35.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052465,Multi_Sensor_Hub,4,2.43,1,2,45.3,Warm_Educational_Nurture,1
IOT_ACC_052466,Multi_Sensor_Hub,7,1.61,1,0,28.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052467,Smart_Cam_Solo,4,2.8,2,0,47.7,Warm_Educational_Nurture,1
IOT_ACC_052468,Smart_Cam_Solo,4,3.33,1,3,50.2,Warm_Educational_Nurture,0
IOT_ACC_052469,Video_Doorbell_Basic,3,5.99,4,0,73.9,Warm_Educational_Nurture,1
IOT_ACC_052470,Video_Doorbell_Basic,5,2.37,2,2,48.6,Warm_Educational_Nurture,0
IOT_ACC_052471,Video_Doorbell_Basic,2,5.23,3,2,59.9,Warm_Educational_Nurture,0
IOT_ACC_052472,Smart_Cam_Solo,3,2.82,0,4,54.5,Warm_Educational_Nurture,0
IOT_ACC_052473,Video_Doorbell_Basic,1,3.11,1,0,32.0,Low_Propensity_Keep_Basic,0
IOT_ACC_052474,Video_Doorbell_Basic,8,11.77,3,6,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052475,Smart_Cam_Solo,2,2.36,2,1,37.0,Low_Propensity_Keep_Basic,0
IOT_ACC_052476,Multi_Sensor_Hub,2,3.12,2,0,43.7,Low_Propensity_Keep_Basic,0
IOT_ACC_052477,Smart_Cam_Solo,4,5.05,5,3,83.8,Hot_Lead_Direct_Offer,0
IOT_ACC_052478,Video_Doorbell_Basic,5,2.51,1,2,47.7,Warm_Educational_Nurture,0
IOT_ACC_052479,Video_Doorbell_Basic,3,2.8,2,3,54.1,Warm_Educational_Nurture,1
IOT_ACC_052480,Video_Doorbell_Basic,2,1.49,1,2,31.0,Low_Propensity_Keep_Basic,0
IOT_ACC_052481,Multi_Sensor_Hub,4,3.48,0,2,50.4,Warm_Educational_Nurture,1
IOT_ACC_052482,Video_Doorbell_Basic,3,1.57,1,0,27.0,Low_Propensity_Keep_Basic,0
IOT_ACC_052483,Smart_Cam_Solo,3,3.86,2,2,57.8,Warm_Educational_Nurture,0
IOT_ACC_052484,Smart_Cam_Solo,4,0.48,1,0,14.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052485,Smart_Cam_Solo,4,2.06,0,1,37.0,Low_Propensity_Keep_Basic,0
IOT_ACC_052486,Multi_Sensor_Hub,6,4.51,4,2,74.0,Warm_Educational_Nurture,1
IOT_ACC_052487,Smart_Cam_Solo,4,1.46,1,0,19.5,Low_Propensity_Keep_Basic,0
IOT_ACC_052488,Smart_Cam_Solo,2,2.82,1,3,38.2,Low_Propensity_Keep_Basic,0
IOT_ACC_052489,Multi_Sensor_Hub,5,1.13,0,1,27.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052490,Smart_Cam_Solo,7,2.72,1,2,49.4,Warm_Educational_Nurture,1
IOT_ACC_052491,Smart_Cam_Solo,3,5.62,3,3,92.1,Hot_Lead_Direct_Offer,1
IOT_ACC_052492,Multi_Sensor_Hub,2,6.64,6,2,88.9,Hot_Lead_Direct_Offer,1
IOT_ACC_052493,Smart_Cam_Solo,5,4.89,6,4,100.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052494,Video_Doorbell_Basic,3,7.11,6,0,83.7,Hot_Lead_Direct_Offer,1
IOT_ACC_052495,Multi_Sensor_Hub,2,2.63,2,1,41.8,Low_Propensity_Keep_Basic,0
IOT_ACC_052496,Video_Doorbell_Basic,2,5.62,6,5,96.0,Hot_Lead_Direct_Offer,1
IOT_ACC_052497,Smart_Cam_Solo,3,0.74,2,1,28.5,Low_Propensity_Keep_Basic,0
IOT_ACC_052498,Smart_Cam_Solo,5,4.56,3,1,63.2,Warm_Educational_Nurture,1
IOT_ACC_052499,Video_Doorbell_Basic,5,2.54,1,1,48.8,Warm_Educational_Nurture,0
IOT_ACC_052500,Smart_Cam_Solo,4,1.2,2,1,43.1,Low_Propensity_Keep_Basic,0
IOT_ACC_052501,Video_Doorbell_Basic,2,5.25,6,0,78.4,Hot_Lead_Direct_Offer,1
